name,rating,price,restaurant_type,address,combined_desc_reviews_type
Le Marceau,4.0,,Restaurant,"39 Av. Marceau, 75016 Paris 16",mixed opinion concerning establishment welcome xa0chef rangxa0 rather cold fortunately girl took care table nicer dish take fig chestnut juisé day going coffee home slowvery pleasant person set another person took order pleasant way hello want start 2025 year incredible burger marceau bonjournune baut hard never dish day withgambas flieuse doubtful taste césar salad direct breaded chicken frozen stone's throw champ elysées eiffel tower le marceau offer bistrotbrasserie correct kitchen correct beautiful deco pleasant terrace correct price exaggerated catering card drink Restaurant
Le Tournesol Paris 16e,4.4,,French restaurant,"2 Av. de Lamballe, 75016 Paris 16",classic like foie gras tartare plus long wine list ornate room terrace table super good really liked dish sinjache mash sweet potato dessert apple pie delicious thank sunflower beautiful atmosphere delicious food beautiful typical lounge restaurant chic flat aresuperb good quality quantity perfect longer hungry prettynaccueil correct service appetizing card French restaurant
Numéro 41,4.4,40.0,Restaurant,"41 Av. Mozart, 75016 Paris 16",small terrassenbelle room table tightnexcertecent friendly service beautiful succulent dish table perfect cooking lîle floating discover pleasure thank lapéro dimonles espalionnais nothing say exceptional service fast nice frame portion correct tasty hot chocolatewell thick slightly bitter really Restaurant
Le Récepteur,4.5,,Brasserie,"3 Av. Théophile Gautier, 75016 Paris 16","casual oldfashioned bistro patio offering sophisticated entree menu regional wine another quiet 16th century like large, large, attractive terrace, comfortable traditional flat evening mayo fairly cold unpleasant service, exceptional disappointing fry little soft floury burger lemon pie bad servicehad pleasant would still come back taste dish incredible experience well well welcome well advised kind regarding kitchen delicious dessert dessert amazing try great address top thank staff great serviceis super nice lendroit cool good atmosphere happy kitchen classic genre revisited nice base burger top made quality product healthy salad make want eat healthy Brasserie"
ANDIA,4.2,,Restaurant,"19 Chau. de la Muette, 75016 Paris 16","latin american cuisine cocktail served sumptuous restaurant leafy terrace big thank nais welcome service evening smile kindness professionalism really added special touch evening friend knew attentive mixed experience need restaurant place decorationat top noisy, hand, accessible people reduced mobility take super place setting really pleasant laccueil nice server really attentive different dish degusted excellent prettypleasant setting atmosphere dinner friend even lattente relatively long dish good extraordinary price consistent restaurant district exceptional setting personal jungle friendly attentive witha rather flat -speed service good portion quite small Restaurant"
Brasserie Victor Hugo,3.5,,French restaurant,"4 Pl. Victor Hugo, 75016 Paris 16",place victor hugo chose brewery name laccueil warm fast service well chose dish day week excellent generous accompanied small glass organic white wine reasonable price good atmosphere brasserienice place victor hugo little art deco style case left labandon completely overflowed staff exceeded situation necessary manage room full place quite cute well decorated however quite disappointed service ordereda viennese hot chocolate bottled milk bottle know every day find bad 750 place good lambing cute french food good tried salad coveredgood note price high. French restaurant
LA TERRASSE,4.4,20.0,Italian restaurant,"5 Pl. de Barcelone, 75016 Paris 16","bohemian brasserie terrace offering tapa classic italian main plus robust drink list vacation paris came across nice, welcoming friendly, friendly smiling, flawless speed brassersonal, speeding, nothing dextraordinary chaotic service despite server committed dish without interest.the price affordable especially 16th arrondissement terrace also easily accessible line 10 two step highly recommend génialnpizza top wooden beer cheap nice restaurant beautiful pizza atmosphere cooked firewood excellent well leg Italian restaurant"
New Jawad Longchamp,4.7,30.0,Indian restaurant,"30 Rue de Longchamp, 75116 Paris 16",classic tandoori dish meat veg curry plus biryani upscale venue terrace best nan life pistachio excellent dish also good service little care muffled romantic setting quickly great experience dish tasty authentic perfectly dosed spice service excellent andpleasant excellent value money recently dinted restaurant wanted share opinion kitchen simply delicious dish prepared care lambing taste place warm welcoming perfect passing service exceptional withattentive warm server decoration restaurant elegant welcoming creating pleasant atmosphere meal family friend super restaurant le plat excellent service impeccable server end need addition two verygood lassis mango offered strongly recommend Indian restaurant
Villa Sophia,4.5,30.0,Italian restaurant,"53 Rue de Chaillot, 75116 Paris 16",rightly better italian bad phew place beautiful well decorated hey throw ground meal good cut finger eat well phew good time spent formy birthday sings well top smiling welcoming attentive request always well received restaurant person took care thomas service pleasant funny recommend restaurant Italian restaurant
Le Bistro de Longchamp,4.5,30.0,Restaurant,"40 Rue de Longchamp, 75116 Paris 16","laidback modern venue classic dish like steak frites charcuterie plate plus beer stopped little bistro, look like much staff staff set tone immediately well received dish excellent child ate everything nice discovery highly recommend youstop atmosphere 2000 super welcome warm geography different dish excellent recommend 1000 recommend first visit pleasant waitress bos took account Restaurant"
JACQUES,4.6,40.0,Restaurant,"129 Av. Victor Hugo, 75116 Paris 16",superb discovery eaten well addition service great come back recommend beef net chemichuri sauce absolute treat see quickly jacques tataki de tuna crazy ntrès good cocktail incredible welcome thank paris thatdelicious pleasure little nice neighborhood restaurant reservation advised la babe fabulous super time spent jacques service top welcome warm delicious cuisine highly recommends friendly welcome little neighborhood restaurant good calm seat better book dy go good atmospherewe good time put new card simple effective Restaurant
